resolution,time,axisTau,dt,cycle,C-norm2,H-norm2,M-norm2,Z-norm2,axisKret,axisLapse,max_abs_K,maxAbsKret,maxRefLev,nmb_total,C-Linf,C-rho,C-z,H-Linf,H-rho,H-z,M-Linf,M-rho,M-z,Z-Linf,Z-rho,Z-z
n256,14.405106137361345,8.888251986457723,5.7486696306758115e-09,4184.0,8.433087081731446e+17,7.575334027724227e+17,8.577530540066547e+16,4448.836289502048,5.099472403425908,0.6357919659039215,40103725.86458291,9.169856178346639e+29,23.0,1049.0,583284626817636.4,4.880221247673035,0.01611328125,565685041314941.1,4.880221247673035,0.01611328125,210363458223292.53,4.880222678184509,0.01611328125,13451451.637490863,4.880221605300903,0.01611340045928955
n256,14.405106160054995,8.888252000886162,5.6153857473110326e-09,4188.0,2.6770306498053606e+18,2.470507529518151e+18,2.0652312028714358e+17,5998.350105852797,5.099472552455849,0.6357919659039178,83816998.03820047,8.433594117532651e+30,23.0,1049.0,1383627102726448.0,4.880219221115112,0.01611340045928955,1369488211319730.0,4.880219221115112,0.01611340045928955,221909212039341.56,4.8802220821380615,0.01611328125,22770345.153990604,4.880221486091614,0.01611340045928955
n512,0.0,0.0,0.005404204099528201,0.0,2.8888330090279775e-06,2.8742183677659657e-06,0.0,3.6536603155030787e-09,0.0005653963300593342,0.6158765633256535,0.0,95.43020522911037,3.0,104.0,0.0003915735125812395,5.1875,0.0,0.0003913422656016851,5.1875,0.0,0.0,0.0,-128.0,6.962628527080488e-06,5.125,0.0
n512,0.010866809118021849,0.006692613053924078,4.3496180616022645e-05,4.0,3.416427330703215e-06,3.0685464653213827e-06,4.349338062619131e-10,8.684117545025604e-08,0.0005653960693622784,0.6158765633258483,0.00964081456305361,96.03311524235178,4.0,200.0,0.0003369329195251228,5.5,0.03125,0.00033295180867015824,5.5,0.03125,2.8541092327377783e-06,5.59375,0.03125,3.210748708008512e-05,4.96875,0.21875
n512,0.012171694536502528,0.007496261400992002,0.0006959388898563623,8.0,3.288038714724548e-06,2.94011611484241e-06,5.049435125828709e-10,8.68317386107342e-08,0.0005653960029663338,0.6158765633259012,0.01079793251678809,96.02610095251768,4.0,200.0,0.00033019305925197166,5.5,0.03125,0.00032611428396857333,5.5,0.03125,3.62931889899941e-06,5.59375,0.03125,3.2016945582227325e-05,4.96875,0.21875
n512,0.01890450246874669,0.01164284001183764,0.001344906272973012,12.0,3.98053342636294e-06,3.55778675514811e-06,2.5765154874677246e-08,9.92071828423066e-08,0.0005653957635922209,0.6158765633265151,0.016765132840224593,95.97843322768253,5.0,212.0,0.0005135492538073042,5.5,0.03125,0.0005105820066966737,5.5,0.03125,3.774426695469418e-05,5.515625,0.015625,3.4133635737471746e-05,4.890625,-0.21875
n512,0.024278729777988912,0.014952700657592102,0.001342759192737937,16.0,3.5329116503805255e-06,3.050789464415759e-06,8.575491803238408e-08,9.903565051948368e-08,0.0005653952364990817,0.6158765633277156,0.021523152100497666,95.9235231616664,5.0,212.0,0.00047424538592964836,5.5,0.03125,0.00047101739260005436,5.5,0.03125,6.746451852659307e-05,5.515625,-0.015625,3.398945351150073e-05,4.890625,0.21875
n512,0.029644149962696875,0.018257137201764834,0.0013405070251481391,20.0,2.999180838981666e-06,2.4353209915170016e-06,1.6825754067214777e-07,9.882247276744659e-08,0.0005653945816277497,0.6158765633300288,0.026266934229371732,95.85524753703854,5.0,212.0,0.0004214274337858992,5.5,-0.03125,0.00041780129920633026,5.53125,0.0,9.358612173558412e-05,5.515625,-0.015625,3.383435490971673e-05,4.890625,0.21875
n512,0.035000438052082666,0.02155594950247111,0.0013381843261188403,24.0,2.4413229050869736e-06,1.7872490875203157e-06,2.59315369417542e-07,9.858701996362663e-08,0.0005653938001921195,0.6158765633339911,0.030994830574967578,95.77371590618725,5.0,212.0,0.00036032143405736745,5.53125,0.0,0.000356222568987748,5.53125,0.0,0.00011539198603818458,5.515625,-0.015625,3.3672404472418095e-05,5.484375,-0.21875
n512,0.04034729621828766,0.024848954134523326,0.0013358099521122064,28.0,1.918018146517137e-06,1.1786946649118877e-06,3.4542017719291645e-07,9.83475789279862e-08,0.0005653928934738857,0.6158765633402398,0.03570522923347701,95.67901926456278,5.0,212.0,0.0002906698090718781,5.53125,0.0,0.0002855508059771265,5.53125,0.0,0.00013235475851026927,5.515625,-0.015625,3.3631687657870456e-05,4.96875,0.21875
n512,0.04568446002404351,0.028135988237219467,0.0013333926558355578,32.0,1.4774218471056726e-06,6.691606786893114e-07,4.1518145637281015e-07,9.811604224436283e-08,0.0005653918628868017,0.6158765633495115,0.040396563055801124,95.5712349929187,5.0,212.0,0.0002157334453427641,5.53125,0.0,0.00020874515214289093,5.53125,0.0,0.00014414574536511428,5.515625,-0.015625,3.357699738853619e-05,4.96875,0.21875
n512,0.051011742073815494,0.031416936398059744,0.0013308842494804023,36.0,1.1523184879581323e-06,2.994901650738588e-07,4.605144104771249e-07,9.789982562756696e-08,0.0005653907095709748,0.6158765633626393,0.04506735411411592,95.45042926904631,5.0,212.0,0.00016080569415950332,5.515625,-0.015625,0.00012887288803843568,5.53125,0.0,0.00015063577263479746,5.515625,-0.015625,3.3412751437196285e-05,4.96875,0.21875
n512,0.056329068617550306,0.034691753196137494,0.0013283739643072119,40.0,9.580469906677474e-07,8.916299164479366e-08,4.772528442873529e-07,9.77056940288597e-08,0.0005653894341539834,0.615876563380551,0.04971625358451478,95.31665843710077,5.0,212.0,0.00016169533290362302,5.515625,-0.015625,7.277993919706932e-05,5.15625,-0.03125,0.00015188864602738033,5.515625,0.015625,3.318461531740174e-05,4.96875,0.21875
n512,0.061636278927930825,0.03796033964329276,0.001325873466298464,44.0,8.929138111076253e-07,3.66709968692723e-08,4.651900848455796e-07,9.753900461284297e-08,0.0005653880379192179,0.6158765634042674,0.05434187465184487,95.16997746252946,5.0,212.0,0.0001579794846041981,5.515625,0.015625,4.673019812383945e-05,0.0,-5.4375,0.00014814936071123097,5.515625,0.015625,3.298110289247463e-05,4.953125,-0.21875
n512,0.06693332372098526,0.0412226653867156,0.001323302789186401,48.0,9.405517232025816e-07,1.2234654008144455e-07,4.2762555709903075e-07,9.739965936763958e-08,0.0005653865216456586,0.6158765634348992,0.058942973048807704,95.01043940884361,5.0,212.0,0.00015037026538006172,5.515625,-0.015625,0.0001047329857373604,5.5625,0.03125,0.00013982823837797962,5.515625,0.015625,3.2959947485500825e-05,4.921875,-0.234375
n512,0.07222026639423497,0.044478769471492735,0.00132078030385219,52.0,1.0737345748566246e-06,3.1301816541404235e-07,3.7053482403240536e-07,9.727945253641557e-08,0.0005653848862999466,0.6158765634736451,0.06351845047143542,94.83809789028768,5.0,212.0,0.00017732796088018417,5.5,0.03125,0.0001661391341486254,5.5,0.03125,0.0001274799747170949,5.515625,-0.015625,3.300283892748994e-05,4.921875,-0.234375
n512,0.07749701832076838,0.04772859731443191,0.001318246848099082,56.0,1.2590087051231813e-06,5.676827717450102e-07,3.015222552031213e-07,9.716383117530546e-08,0.0005653831323625694,0.615876563521792,0.06806712491535225,94.65301757579839,5.0,212.0,0.0002288534774047789,5.5,0.03125,0.0002202222098701325,5.5,0.03125,0.00011177847083385067,5.515625,-0.015625,3.302544024943913e-05,4.921875,-0.234375
n512,0.08276377245620192,0.05097226775242729,0.0013157351859255041,60.0,1.4614796468663836e-06,8.433863152068146e-07,2.2870342335750106e-07,9.703792151237112e-08,0.0005653812606930184,0.615876563580712,0.07258810097305556,94.45526027077256,5.0,212.0,0.00027106889891075634,5.5,0.03125,0.00026387767487157793,5.5,0.03125,9.348491678430157e-05,5.515625,-0.015625,3.306429089805838e-05,5.453125,0.25
n512,0.08802049078761065,0.05420975737426865,0.0013132605983857313,64.0,1.6490705617806017e-06,1.100480406059331e-06,1.5968424010205883e-07,9.689232772886615e-08,0.0005653792720077257,0.615876563651859,0.07708032094147665,94.24490312412539,5.0,212.0,0.00030252403459535905,5.5,0.03125,0.0002962464554106311,5.5,0.03125,7.341497921568467e-05,5.515625,-0.015625,3.3167423643882794e-05,5.4375,-0.25
n512,0.09326741208369564,0.05744121323206995,0.0013107989509754442,68.0,1.7958730445552306e-06,1.3068033291066398e-06,1.0072946857825548e-07,9.672354654497441e-08,0.0005653771670272898,0.615876563736771,0.08154299215263228,94.0220197136897,5.0,212.0,0.00032257444279796345,5.5,-0.03125,0.0003169058117450541,5.5,-0.03125,5.240186481483467e-05,5.515625,-0.015625,3.332503343939017e-05,5.4375,-0.25
n512,0.09850456228971952,0.060666651304985164,0.0013083951731085494,72.0,1.8842842225448491e-06,1.440378451515124e-06,5.6218899048572244e-08,9.65296643604006e-08,0.0005653749458950039,0.6158765638370629,0.08597516018720042,93.7866993747352,5.0,212.0,0.0003311631922619795,5.5,0.03125,0.00032588053473875736,5.5,0.03125,3.7819824815519695e-05,5.140625,0.015625,3.346279970013086e-05,5.4375,-0.25
n512,0.10373223825960023,0.06388625441846825,0.001306020022337744,76.0,1.9059166721347788e-06,1.4905936978469424e-06,2.8392154864895525e-08,9.630679048029118e-08,0.0005653726090415343,0.6158765639544347,0.09037611340460852,93.53902586143741,5.0,212.0,0.0003287507229187152,5.5,0.03125,0.00032363810511947325,5.5,0.03125,2.8224420962243572e-05,5.34375,-0.15625,3.354276295497963e-05,5.4375,-0.25
n512,0.1089504763826138,0.06710004498391316,0.0013036977444171283,80.0,1.8612999316078416e-06,1.4578618658592498e-06,1.7385887883501e-08,9.605004924772387e-08,0.0005653701573078304,0.6158765640906596,0.09474492946605738,93.27910021125356,5.0,212.0,0.00031626083523447393,5.5,-0.03125,0.00031105546978461157,5.5,-0.03125,2.3468287706419272e-05,5.34375,0.09375,3.3567127760487085e-05,4.9375,-0.25
n512,0.11415965255302468,0.07030825450588855,0.0013014424736839977,84.0,1.7585964170020109e-06,1.352053844749331e-06,2.149988602361525e-08,9.575768000107942e-08,0.0005653675909843203,0.6158765642475924,0.09908097856342375,93.00701069832823,5.0,212.0,0.0002950171196969439,5.5,-0.03125,0.0002893610440035596,5.5,-0.03125,2.976291864878669e-05,5.546875,0.0,3.3539248628642e-05,4.9375,-0.25
n512,0.11935980759236686,0.07351090812553059,0.0012992110502875818,88.0,1.6116079070400828e-06,1.190052704656171e-06,3.763713918686174e-08,9.543405923789648e-08,0.0005653649103125075,0.6158765644271589,0.10338336035353549,92.72286528536844,5.0,212.0,0.00026667056728152394,5.5,-0.03125,0.0002600571963520294,5.5,-0.03125,4.342270608955285e-05,5.546875,0.0,3.347680865781373e-05,4.9375,0.25
n512,0.12455132562360627,0.0767082424152915,0.0012970948766155167,92.0,1.4373756491230896e-06,9.928245956551906e-07,6.183753704924341e-08,9.508849909787174e-08,0.0005653621159211407,0.615876564631369,0.10765147196417313,92.42675509199827,5.0,212.0,0.00023312794741250434,5.5,-0.03125,0.0002248259089484561,5.5,-0.03125,5.494249335095002e-05,5.546875,0.015625,3.339364434745631e-05,4.9375,-0.25
n512,0.12973438062261267,0.07990036452296208,0.0012949730803451665,96.0,1.2537671868303383e-06,7.824706012988094e-07,8.98299220706892e-08,9.473091158672663e-08,0.0005653592076323411,0.6158765648623008,0.11188455266556854,92.11878276855009,5.0,212.0,0.0001965810143598548,5.125,0.0,0.0001947622170752894,5.125,0.0,6.379242086068804e-05,5.546875,0.015625,3.329127597638054e-05,4.9375,-0.25
n512,0.13490919333823412,0.08308741040272472,0.0012929555040977995,100.0,1.0773330814748089e-06,5.795916811054286e-07,1.1753911075431961e-07,9.436793773550044e-08,0.0005653561860265394,0.6158765651221075,0.11608190110957788,91.79904773862083,5.0,212.0,0.00017272174519521747,5.125,0.0,0.00017036921840486718,5.125,0.0,6.967144679384413e-05,5.546875,0.015625,3.3161679563983444e-05,4.9375,-0.25
n512,0.14007618122453436,0.08626963715490525,0.0012910168604817207,104.0,9.216880449630209e-07,4.012618508610982e-07,1.414964144067178e-07,9.400226302892697e-08,0.0005653530514791737,0.6158765654130284,0.12024299697914576,91.46763483088955,5.0,212.0,0.00014666360811578624,5.125,0.0,0.000143521241195807,5.125,0.0,7.265349853510755e-05,5.546875,0.015625,3.299585919717205e-05,4.9375,-0.25
n512,0.14523543138566514,0.0894470984250716,0.0012891041500840774,108.0,7.965274147206254e-07,2.5975617055859686e-07,1.5911995061126343e-07,9.36346438763839e-08,0.0005653498040914551,0.6158765657373574,0.12436707617769144,91.12464677687561,5.0,212.0,0.00012255213400291616,5.359375,0.234375,0.00011519479928323584,5.125,0.0,7.292724643657105e-05,5.546875,0.015625,3.2814003956952775e-05,4.953125,-0.25
n512,0.15038731307574654,0.09262002162835666,0.0012873041663176408,112.0,7.07191982348086e-07,1.6195774093715472e-07,1.6886401463829218e-07,9.326601281106197e-08,0.0005653464442051217,0.6158765660974777,0.12845362370300104,90.7701645384246,5.0,212.0,0.00010828878239486793,5.359375,0.171875,9.18381255516007e-05,5.328125,0.0,7.077788583872605e-05,5.546875,-0.015625,3.264309168670757e-05,4.953125,-0.25
n512,0.15553220559786501,0.09578864036882827,0.0012855674376267918,116.0,6.547607661072257e-07,1.0943473334166945e-07,1.7023358716789058e-07,9.289780062351113e-08,0.0005653429720973093,0.6158765664958504,0.13250214912514294,90.40426321077535,5.0,212.0,9.480967149679623e-05,5.328125,-0.140625,7.785018408370398e-05,5.328125,-0.140625,6.656485876838005e-05,5.546875,-0.015625,3.244162095802729e-05,4.953125,-0.25
n512,0.1606702131428338,0.09895301881536446,0.0012838764382658698,120.0,6.365353564964804e-07,9.902518421811581e-08,1.6368966487662339e-07,9.253051691775399e-08,0.0005653393876653324,0.6158765669349884,0.1365119610755316,90.02703287974745,5.0,212.0,9.85788925904453e-05,5.46875,-0.109375,6.391116242340095e-05,5.328125,-0.078125,6.208559756679296e-05,5.46875,0.015625,3.2220231591862434e-05,4.953125,-0.25
n512,0.16580173271374712,0.10211340147307811,0.0012822956311941973,124.0,6.468248847198846e-07,1.2380761582238982e-07,1.50469135764643e-07,9.216239312972812e-08,0.0005653356910834265,0.6158765674175006,0.14048261036854606,89.63853804438168,5.0,212.0,0.00011072471460873358,5.46875,0.0,8.85427678794029e-05,5.578125,0.0,6.0090479085342004e-05,5.4375,-0.015625,3.198634581198969e-05,4.953125,0.25
n512,0.17092715753796753,0.10527003052171076,0.0012807885025108007,128.0,6.779401855148979e-07,1.7432886613629148e-07,1.3234978281373634e-07,9.178975107204505e-08,0.0005653318825611065,0.6158765679460739,0.1444136509060656,89.2388379099566,5.0,212.0,0.00012662647100075393,5.578125,0.0,0.00011272629781388516,5.578125,0.0,5.701826808116115e-05,5.4375,0.015625,3.176207207406665e-05,4.953125,-0.234375
n512,0.17604660397536484,0.10842297762481633,0.0012793190123471978,132.0,7.212535712728952e-07,2.3991232650856737e-07,1.1139531297266697e-07,9.140866503338272e-08,0.0005653279622135223,0.6158765685234421,0.14830443138541732,88.8280090979091,5.0,212.0,0.00014552223697579894,5.515625,0.0,0.00013307522498659519,5.578125,0.0,5.236898664689239e-05,5.375,-0.015625,3.1525739217541726e-05,4.953125,-0.234375
n512,0.18116044163350353,0.11157247041528356,0.001277956982602338,136.0,7.682159315150183e-07,3.0992053886976954e-07,8.97045061525735e-08,9.101632291137592e-08,0.0005653239305879662,0.6158765691524373,0.15215450211201323,88.40610507814132,5.0,212.0,0.00016345649537092855,5.515625,0.0,0.00015379157153855988,5.515625,0.0,4.833115063413979e-05,5.375,-0.015625,3.128348399653099e-05,5.46875,0.203125
n512,0.18626909542814896,0.11471877058904073,0.0012767000186856938,140.0,8.112138358003522e-07,3.748280722274552e-07,6.919469538378475e-08,9.061123581404949e-08,0.0005653197874324443,0.61587656983598,0.15596346036046194,87.97317111554773,5.0,212.0,0.00017733390552024896,5.515625,0.0,0.0001692963928618535,5.515625,0.0,4.398213919398472e-05,5.3125,-0.015625,3.131093262799227e-05,5.46875,0.203125
n512,0.1913727375443535,0.11786198419110645,0.0012754500106853326,144.0,8.441953960561847e-07,4.2701719664606614e-07,5.143497854642382e-08,9.019249843695268e-08,0.0005653155326274077,0.615876570577034,0.1597307243581888,87.52927172228411,5.0,212.0,0.00018636354180481474,5.515625,0.0,0.00017918779995638318,5.515625,0.0,3.9774355979515954e-05,5.3125,-0.046875,3.1312434160763914e-05,5.46875,0.203125
n512,0.19647164158273742,0.12100227972598637,0.0012743045778353798,148.0,8.630426917947865e-07,4.612652734411253e-07,3.753457872387458e-08,8.97589586100356e-08,0.0005653111665080355,0.6158765713786498,0.1634558031596852,87.07446253390577,5.0,212.0,0.00019014581665141185,5.515625,0.0,0.00018332451952051548,5.515625,0.0,3.4852037085701295e-05,5.3125,-0.046875,3.1284518021478666e-05,5.46875,0.203125
n512,0.20156622174265654,0.12413991228966903,0.0012732620834908085,152.0,8.656871042631186e-07,4.7490980767490584e-07,2.8093286177310933e-08,8.930917330758666e-08,0.0005653066890384288,0.6158765722439797,0.16713832407604864,86.60878669678718,5.0,212.0,0.0001885851391084589,5.515625,0.0,0.000181762755982251,5.515625,0.0,2.9904319712875993e-05,5.3125,-0.0625,3.124293225589196e-05,4.921875,0.203125
n512,0.20665682237383629,0.12727509395940845,0.0012722776994913909,156.0,8.520095188618257e-07,4.6773821968619095e-07,2.3208782930652777e-08,8.884217768637168e-08,0.0005653020999915957,0.6158765731762484,0.1707778799796482,86.13229446194943,5.0,212.0,0.00018241458043606701,5.453125,0.0,0.00017475469834561663,5.515625,0.0,2.5290427794029032e-05,5.3125,-0.0625,3.1223117924053364e-05,4.921875,0.203125
n512,0.2117435703556352,0.13040790287757079,0.0012713451711987818,160.0,8.235796696199363e-07,4.416699159129683e-07,2.2530712560326376e-08,8.835827333468546e-08,0.0005652973997147427,0.6158765741787166,0.17437392971138355,85.64505946162875,5.0,212.0,0.0001751082640310849,5.453125,0.0,0.00016672059491164293,5.453125,0.0,2.8283585220382073e-05,5.90625,-0.03125,3.116837974963402e-05,4.921875,0.203125
n512,0.21682683870740627,0.13353856877839537,0.001270512639396796,164.0,7.832774606426722e-07,4.002871063835134e-07,2.535106227559551e-08,8.785903584067556e-08,0.0005652925880705546,0.6158765752547714,0.17792612933764382,85.14713625797361,5.0,212.0,0.0001632646893171186,5.453125,0.0,0.00015421667358808677,5.453125,0.0,3.187253717444862e-05,5.5625,-0.03125,3.107353650089421e-05,4.921875,0.203125
n512,0.22190702350548855,0.13666733559639713,0.0012697785436262443,168.0,7.34847336998808e-07,3.4827737019287267e-07,3.071846120850354e-08,8.734667662937556e-08,0.000565287664847557,0.6158765764078906,0.1814341681633814,84.63858119279104,5.0,212.0,0.00014759069745514145,5.453125,0.0,0.00013800698502162978,5.390625,0.0,3.743794455873805e-05,5.5625,-0.015625,3.093774125324893e-05,4.921875,0.203125
n512,0.22698438735762735,0.13979436506592863,0.0012690771913917195,172.0,6.824314037979793e-07,2.908470551159536e-07,3.756094471524404e-08,8.682326809519294e-08,0.0005652826299657686,0.6158765776416079,0.1848976597618924,84.11946908408288,5.0,212.0,0.00013622900149785864,5.359375,0.03125,0.00013008447050455452,5.296875,0.03125,4.1779961751306904e-05,5.5625,-0.015625,3.076527209046921e-05,4.921875,-0.203125
n512,0.23205909710313424,0.14291975993982556,0.00126844961287828,176.0,6.30119478532057e-07,2.331535692306578e-07,4.48054218431785e-08,8.629030422830725e-08,0.0005652774833976025,0.6158765789595138,0.18831617039688223,83.58989125785608,5.0,212.0,0.00012558925823210468,5.296875,0.03125,0.0001211834682739582,5.296875,0.03125,4.466486392871146e-05,5.5625,-0.015625,3.060913087684749e-05,4.9375,0.203125
n512,0.2371315357169384,0.14604375608380704,0.0012679175201356072,180.0,5.815537846796714e-07,1.7980439205087762e-07,5.148335005305438e-08,8.574869049713639e-08,0.0005652722252698072,0.6158765803653359,0.19168942663943805,83.04992342135874,5.0,212.0,0.00011466244789348635,5.296875,-0.09375,0.00010950770021458944,5.296875,0.03125,4.608145979138044e-05,5.5625,-0.015625,3.0476111225021077e-05,4.9375,0.203125
n512,0.2422020814215938,0.14916658643673578,0.0012674794279650327,184.0,5.396291438772138e-07,1.3447414434274115e-07,5.6812669505087756e-08,8.519904057339978e-08,0.0005652668548552235,0.6158765818628962,0.19501715952682364,82.49964783821918,5.0,212.0,0.00010434085097727216,5.296875,-0.09375,9.656361596072083e-05,5.296875,-0.09375,4.717608033915878e-05,5.46875,0.015625,3.0318134065210234e-05,4.9375,0.203125
n512,0.247270948344908,0.15228838287538332,0.0012670632933123984,188.0,5.063011049233334e-07,9.965770258159626e-08,6.025194416208637e-08,8.464189835596409e-08,0.0005652613725563012,0.6158765834560558,0.1982990001753353,81.9391711814381,5.0,212.0,9.360854020900595e-05,5.296875,-0.15625,8.313830491901708e-05,5.296875,-0.09375,4.7280850298539256e-05,5.46875,0.015625,3.013389064630032e-05,4.9375,-0.203125
n512,0.2523383326607493,0.15540926621913087,0.0012667272260905946,192.0,4.825028892096312e-07,7.65625498642098e-08,6.152522032280146e-08,8.407767516759757e-08,0.0005652557781320055,0.6158765851487547,0.20153457831363591,81.3686093379168,5.0,212.0,8.190163907196637e-05,5.296875,-0.15625,6.787015016934683e-05,5.296875,-0.09375,4.595582072149278e-05,5.46875,0.015625,2.992266518034428e-05,4.9375,-0.203125
n512,0.25740460088559425,0.1585294621974044,0.0012664822522333882,196.0,4.6817133810774616e-07,6.513979749241219e-08,6.061782859576336e-08,8.350643587946499e-08,0.000565250071138985,0.6158765869450792,0.20472364011793903,80.79331008936657,5.0,212.0,7.465994726160765e-05,5.40625,-0.15625,5.1572881170580676e-05,5.296875,-0.15625,4.382859184500312e-05,5.40625,0.015625,2.9685906844338013e-05,4.9375,-0.203125
n512,0.26247011385663704,0.16164919304191536,0.0012663269598133763,200.0,4.623684023042902e-07,6.423549999139603e-08,5.774693118983163e-08,8.29278172368007e-08,0.0005652442511137526,0.6158765888492119,0.20786593195905834,80.20903449474984,5.0,212.0,7.680279730267529e-05,5.484375,0.234375,6.0057767444776644e-05,5.546875,-0.03125,4.2019550222646164e-05,5.40625,-0.015625,2.9428255574647275e-05,4.9375,-0.203125
n512,0.26753507288499484,0.16476858273602202,0.00126619169291405,204.0,4.6347129117780336e-07,7.182892532795199e-08,5.3312966832947945e-08,8.234114791506328e-08,0.0005652383182821272,0.6158765908653723,0.21096110755713574,79.6151984538466,5.0,212.0,8.776599075608725e-05,5.484375,-0.03125,7.274702852237691e-05,5.546875,-0.03125,4.072192647669287e-05,5.34375,-0.015625,2.9187048189685688e-05,4.9375,0.21875
n512,0.27259966610829184,0.1678877471498592,0.001266133214879604,208.0,4.6940611600483895e-07,8.532697202430369e-08,4.7838045796942475e-08,8.17456625618609e-08,0.0005652322724827186,0.6158765929978626,0.21400882320508205,79.01190153315923,5.0,212.0,9.816967080131256e-05,5.484375,0.03125,8.486213510017215e-05,5.484375,0.03125,3.9185290376213815e-05,5.34375,-0.078125,2.9026932955902752e-05,4.953125,0.21875
n512,0.2776642429764224,0.17100690150203654,0.0012661615908009733,212.0,4.778994886697154e-07,1.0188263056888781e-07,4.189835685518796e-08,8.114068828513133e-08,0.0005652261130288747,0.6158765952511474,0.21700884136099619,78.39922463710872,5.0,212.0,0.00010591118541045302,5.484375,-0.03125,9.380164696030924e-05,5.484375,-0.03125,3.686593302906914e-05,5.34375,-0.078125,2.8887612781617742e-05,4.953125,0.21875
n512,0.28272914754510464,0.1741262576890419,0.0012662754788133682,216.0,4.867216875869453e-07,1.1870340111011623e-07,3.605855518721304e-08,8.052574127356948e-08,0.0005652198396078166,0.6158765976297951,0.21996092677317,77.77725015831774,5.0,212.0,0.00011071662812578461,5.484375,-0.03125,9.930789271136997e-05,5.484375,-0.03125,3.370693865784984e-05,5.34375,-0.078125,2.877667908943132e-05,4.96875,0.21875
n512,0.2877945862138796,0.17724594282817085,0.001266411645049801,220.0,4.939013977026044e-07,1.3332365207831952e-07,3.081428132183712e-08,7.990049621642198e-08,0.0005652134520869616,0.6158766001384144,0.22286477125196796,77.14607959935388,5.0,212.0,0.00011256431113125394,5.484375,-0.03125,0.00010149015321453403,5.484375,-0.03125,3.0234716510641826e-05,5.28125,0.078125,2.8690466722113768e-05,4.96875,-0.234375
n512,0.29286071932082375,0.18036605566856578,0.0012666166855220303,224.0,4.978969175577175e-07,1.4382073135775742e-07,2.6547560272693793e-08,7.926470890254986e-08,0.0005652069501210935,0.6158766027816841,0.2257200508569871,76.50582399064385,5.0,212.0,0.00011160158189775285,5.484375,-0.03125,0.00010055480939449857,5.484375,-0.03125,2.662706211929884e-05,5.28125,0.078125,2.8599085960235354e-05,4.96875,-0.234375
n512,0.29792787998001546,0.18348680136809226,0.0012669045217761274,228.0,4.977099474853922e-07,1.4895682272731685e-07,2.349876017969206e-08,7.86182036989179e-08,0.0005652003329686095,0.6158766055644739,0.22852654740901188,75.85657674571121,5.0,212.0,0.00011042036069003215,5.421875,-0.03125,9.947916499564169e-05,5.421875,-0.03125,2.359081745011487e-05,5.875,0.0,2.849281864643431e-05,4.96875,-0.234375
n512,0.2988922841250759,0.18408075531960721,0.0005143488773655669,232.0,3.8686893449886156e-07,6.927751328747193e-08,1.710345249072696e-08,7.241172258448521e-08,0.0005651990605772244,0.6158766061102359,0.22905510129145898,75.67516425139843,4.0,206.0,7.916462062857573e-05,5.21875,0.0,7.56742766840901e-05,5.21875,0.0,1.7401296037464675e-05,5.09375,-0.03125,2.6143935211966534e-05,4.9375,-0.25
n512,0.3070479874631558,0.18910366223135322,0.0025350218418642564,236.0,3.7457167269527644e-07,5.9653612831287e-08,1.772675375988382e-08,7.146292959383692e-08,0.0005651881369518004,0.6158766109383377,0.23345256678740522,74.59914106799101,4.0,206.0,7.969082965077544e-05,5.21875,0.0,7.606920243499737e-05,5.21875,0.0,1.810267847105406e-05,5.09375,0.03125,2.5791654031054793e-05,4.9375,-0.25
n512,0.31719312625028856,0.19535181595784282,0.002537075376606361,240.0,3.623664098284327e-07,5.0899589053186195e-08,1.860506331512662e-08,7.022372292060864e-08,0.0005651741375958364,0.6158766174973045,0.23874043979732879,73.23013311118527,4.0,206.0,7.90501484740627e-05,5.21875,0.0,7.519509671050084e-05,5.21875,0.0,1.9072461671316373e-05,5.125,-0.09375,2.5347476646459925e-05,4.9375,-0.25
n512,0.32734663481542486,0.20160512450476764,0.0025392363501898323,244.0,3.5316077485497883e-07,4.527506714207107e-08,1.9594748074222338e-08,6.892230497749167e-08,0.0005651596706807782,0.6158766247128411,0.24382793038629771,71.82741934841575,4.0,206.0,7.744920712609688e-05,5.21875,0.0,7.330010998746195e-05,5.21875,0.0,2.0178243734727055e-05,5.09375,0.09375,2.4868733223861997e-05,4.9375,-0.25
n512,0.3375103325106374,0.20786470837555784,0.002542013055970657,248.0,3.46308054565264e-07,4.2107319976227554e-08,2.0702516992786828e-08,6.756367574642914e-08,0.0005651447320953439,0.6158766326289367,0.24871306771829377,70.39213158196235,4.0,206.0,7.532750675693849e-05,5.21875,0.0,7.083590838416476e-05,5.21875,0.0,2.1339452211866962e-05,5.09375,0.09375,2.4345910101366785e-05,4.9375,-0.25
n512,0.34768663528563104,0.21413205550470887,0.002545386735554493,252.0,3.4112972156730067e-07,4.0689458550483227e-08,2.1935801713813648e-08,6.615323068082936e-08,0.0005651293164837761,0.6158766412919864,0.2533942607060938,68.92539307942052,4.0,206.0,7.306734265881815e-05,5.21875,0.0,6.819785005490742e-05,5.21875,0.0,2.2523430760074394e-05,5.09375,0.09375,2.381618489886867e-05,4.90625,0.25
